"label","node_feature_name","GNNExplainer"
"N1","-0.0242389403283596","0.14"
"N2","0.0985108762979507","0.14"
"N3","0.977616965770721","0.14"
"N4","-0.087130606174469","0.16"
"N5","-0.00941775925457478","0.14"
"N6","0.0503332763910294","0.13"
"N7","0.977616965770721","0.13"
"N8","0.0409479476511478","0.14"
"N9","-0.132354974746704","0.14"
"N10","-0.0159497633576393","0.15"
"N11","0.0581807568669319","0.14"
"N12","-0.0500018112361431","0.14"
"N13","0.0745301023125648","0.14"
"N14","0.0154047207906842","0.14"
"N15","0.0358215980231762","0.14"
"N16","0.14188152551651","0.13"
"N17","-0.0239120926707983","0.14"
"N18","-0.0180332083255053","0.15"
"N19","-0.0599402748048306","0.13"
"N20","0.0765544846653938","0.15"
"N21","0.0789827033877373","0.15"
"N22","0.0463822185993195","0.13"
"N23","-0.198832586407661","0.16"
"N24","-0.230650052428246","0.15"
"N25","-0.00634661689400673","0.15"
"N26","-0.0983444899320602","0.13"
"N27","0.117181502282619","0.12"
"N28","0.141002997756004","0.13"
"N29","0.0449854806065559","0.14"
"N30","0.117457464337349","0.14"
