"label","node_feature_name","GNNExplainer"
"N1","-0.111178651452065","0.15"
"N2","0.0717298611998558","0.14"
"N3","1.17621791362762","0.15"
"N4","0.0441998541355133","0.14"
"N5","-0.0154651151970029","0.14"
"N6","0.049101322889328","0.13"
"N7","1.17621791362762","0.13"
"N8","-0.0199166461825371","0.15"
"N9","-0.00851507484912872","0.13"
"N10","0.0835999026894569","0.13"
"N11","0.112233780324459","0.15"
"N12","-0.0621141977608204","0.13"
"N13","-0.131749927997589","0.14"
"N14","-0.0132542634382844","0.16"
"N15","-0.166504129767418","0.12"
"N16","-0.0273732598870993","0.12"
"N17","0.0970001369714737","0.15"
"N18","0.0568953119218349","0.14"
"N19","0.0979973524808884","0.14"
"N20","0.122299395501614","0.15"
"N21","0.113222800195217","0.14"
"N22","0.033907912671566","0.14"
"N23","0.061434805393219","0.14"
"N24","-0.0125251403078437","0.14"
"N25","0.0552947036921978","0.15"
"N26","0.247368827462196","0.15"
"N27","-0.11430437117815","0.16"
"N28","-0.0828711837530136","0.14"
"N29","0.289944916963577","0.13"
"N30","0.00403578905388713","0.12"
