"label","node_feature_name","GNNExplainer"
"N1","0.235848322510719","0.13"
"N2","-0.0250386409461498","0.14"
"N3","-1.00251507759094","0.14"
"N4","-0.059482965618372","0.13"
"N5","0.0839147418737411","0.13"
"N6","-0.00485620321705937","0.14"
"N7","-1.00251507759094","0.15"
"N8","-0.0375016629695892","0.15"
"N9","0.0955972298979759","0.16"
"N10","0.0507007390260696","0.14"
"N11","-0.0211144406348467","0.15"
"N12","-0.0729927122592926","0.12"
"N13","0.020038178190589","0.15"
"N14","0.0223899614065886","0.14"
"N15","0.0914303958415985","0.13"
"N16","-0.0142341386526823","0.13"
"N17","-0.0436302423477173","0.15"
"N18","-0.100122235715389","0.14"
"N19","0.143305853009224","0.15"
"N20","-0.0508990846574306","0.16"
"N21","0.0292218625545502","0.15"
"N22","-0.122908152639866","0.13"
"N23","-0.072736956179142","0.13"
"N24","0.00572467409074306","0.14"
"N25","-0.225039139389992","0.14"
"N26","-0.268519848585129","0.15"
"N27","0.0969194546341896","0.14"
"N28","-0.0878183096647263","0.13"
"N29","-0.0490053109824657","0.15"
"N30","0.137466728687286","0.16"
