"label","node_feature_name","GNNExplainer"
"N1","-0.0153483981266618","0.14"
"N2","0.119914032518864","0.15"
"N3","-0.883106529712677","0.15"
"N4","-0.219521582126617","0.15"
"N5","-0.120685413479805","0.15"
"N6","0.0163207836449146","0.15"
"N7","-0.883106529712677","0.14"
"N8","0.187444001436234","0.13"
"N9","0.058415200561285","0.13"
"N10","-0.109181426465511","0.12"
"N11","0.124746203422546","0.14"
"N12","-0.0509315580129623","0.14"
"N13","0.195973247289658","0.14"
"N14","-0.0829992368817329","0.15"
"N15","0.0494934357702732","0.15"
"N16","-0.065079391002655","0.14"
"N17","0.127419695258141","0.15"
"N18","-0.0112709449604154","0.14"
"N19","0.125182345509529","0.14"
"N20","-0.00612445687875152","0.13"
"N21","-0.00214559608139098","0.14"
"N22","0.171299636363983","0.15"
"N23","0.121960520744324","0.13"
"N24","-0.22787070274353","0.15"
"N25","-0.0263404659926891","0.14"
"N26","0.178308755159378","0.13"
"N27","0.0546013563871384","0.14"
"N28","0.149463877081871","0.16"
"N29","-0.0867077484726906","0.14"
"N30","0.0761006772518158","0.14"
