"label","node_feature_name","GNNExplainer"
"N1","0.019513051956892","0.14"
"N2","-0.0374544262886047","0.15"
"N3","-0.942621111869812","0.15"
"N4","0.131757706403732","0.15"
"N5","-0.03856061398983","0.16"
"N6","0.0559180900454521","0.12"
"N7","-0.942621111869812","0.13"
"N8","-0.103677280247211","0.16"
"N9","-0.0558208301663399","0.15"
"N10","-0.0524878054857254","0.13"
"N11","0.203111156821251","0.15"
"N12","-0.0720583349466324","0.13"
"N13","-0.0246533192694187","0.17"
"N14","0.138247787952423","0.14"
"N15","0.00625504460185766","0.14"
"N16","0.174895212054253","0.13"
"N17","0.074904128909111","0.14"
"N18","0.109567917883396","0.15"
"N19","0.0222283285111189","0.15"
"N20","0.0503926686942577","0.15"
"N21","-0.0414879024028778","0.16"
"N22","-0.0254159513860941","0.13"
"N23","0.0532504059374332","0.13"
"N24","-0.0355194434523582","0.13"
"N25","0.133433073759079","0.14"
"N26","0.103138700127602","0.13"
"N27","-0.0673857182264328","0.13"
"N28","0.226005434989929","0.14"
"N29","0.108960181474686","0.13"
"N30","-0.0853146836161613","0.15"
