"label","node_feature_name","GNNExplainer"
"N1","-0.160650968551636","0.14"
"N2","0.0304781682789326","0.13"
"N3","1.02924180030823","0.15"
"N4","0.232921674847603","0.14"
"N5","0.0353541187942028","0.14"
"N6","0.0123630510643125","0.15"
"N7","1.02924180030823","0.13"
"N8","0.016710115596652","0.13"
"N9","-0.0695290043950081","0.13"
"N10","-0.233894363045692","0.14"
"N11","-0.048310961574316","0.13"
"N12","0.102865524590015","0.15"
"N13","-0.247822135686874","0.13"
"N14","-0.0664606019854546","0.13"
"N15","-0.0036799346562475","0.15"
"N16","0.102581016719341","0.15"
"N17","-0.0537598952651024","0.14"
"N18","0.124301984906197","0.14"
"N19","-0.0333029478788376","0.13"
"N20","-0.0579766742885113","0.13"
"N21","0.0205700602382421","0.15"
"N22","0.122624926269054","0.14"
"N23","0.118280120193958","0.14"
"N24","0.0972872823476791","0.13"
"N25","-0.191638961434364","0.13"
"N26","-0.0627150908112526","0.14"
"N27","0.0704111382365227","0.15"
"N28","0.0714166685938835","0.13"
"N29","-0.0708324164152145","0.13"
"N30","0.0623400509357452","0.12"
