"label","node_feature_name","GNNExplainer"
"N1","-0.0156515557318926","0.14"
"N2","0.100574113428593","0.15"
"N3","0.975730299949646","0.16"
"N4","0.00524719664826989","0.13"
"N5","-0.0796972513198853","0.16"
"N6","-0.071380227804184","0.15"
"N7","0.975730299949646","0.15"
"N8","0.110170736908913","0.15"
"N9","0.0423881635069847","0.15"
"N10","-0.138844266533852","0.15"
"N11","0.136551350355148","0.15"
"N12","0.0565173178911209","0.15"
"N13","-0.00119913648813963","0.14"
"N14","0.0801918208599091","0.14"
"N15","-0.170411348342896","0.15"
"N16","0.155105412006378","0.14"
"N17","-0.0455186851322651","0.15"
"N18","0.083291158080101","0.13"
"N19","-0.0523551478981972","0.15"
"N20","-0.0326964929699898","0.15"
"N21","-0.0938137471675873","0.15"
"N22","0.187790408730507","0.13"
"N23","-0.138902962207794","0.15"
"N24","0.132311120629311","0.13"
"N25","-0.129292875528336","0.14"
"N26","-0.010893227532506","0.14"
"N27","-0.187658071517944","0.14"
"N28","0.0301409047096968","0.12"
"N29","-0.175024807453156","0.13"
"N30","0.026824401691556","0.15"
