"label","node_feature_name","GNNExplainer"
"N1","-0.0200133640319109","0.12"
"N2","0.0518664047122002","0.13"
"N3","-1.00738334655762","0.15"
"N4","0.00256474944762886","0.13"
"N5","0.0266485176980495","0.14"
"N6","-0.0323146060109138","0.14"
"N7","-1.00738334655762","0.14"
"N8","-0.0949219316244125","0.13"
"N9","0.108395539224148","0.15"
"N10","0.03631442040205","0.14"
"N11","0.0528442114591599","0.13"
"N12","-0.0426114834845066","0.14"
"N13","0.150938346982002","0.13"
"N14","0.14497771859169","0.15"
"N15","-0.216822475194931","0.13"
"N16","0.0245974529534578","0.14"
"N17","-0.0398907996714115","0.15"
"N18","-0.150593549013138","0.14"
"N19","-0.0620685741305351","0.17"
"N20","-0.0661110877990723","0.15"
"N21","0.00377021497115493","0.14"
"N22","0.000786821939982474","0.15"
"N23","-0.0111826760694385","0.14"
"N24","-0.0394831709563732","0.15"
"N25","-0.000950374000240117","0.15"
"N26","-0.0857832953333855","0.13"
"N27","-0.0602139607071877","0.15"
"N28","-0.0332175977528095","0.14"
"N29","-0.11287747323513","0.14"
"N30","0.13108628988266","0.14"
