"label","node_feature_name","GNNExplainer"
"N1","-0.070024736225605","0.15"
"N2","-0.0229055378586054","0.15"
"N3","-1.03029227256775","0.13"
"N4","-0.101134285330772","0.16"
"N5","0.203628733754158","0.13"
"N6","-0.0289067812263966","0.14"
"N7","-1.03029227256775","0.13"
"N8","0.104784533381462","0.15"
"N9","-0.0860783234238625","0.13"
"N10","-0.0884362608194351","0.14"
"N11","-0.00650292588397861","0.16"
"N12","-0.026334760710597","0.14"
"N13","0.113569855690002","0.14"
"N14","-0.126429915428162","0.14"
"N15","0.0478916950523853","0.13"
"N16","-0.0195780359208584","0.15"
"N17","-0.0622706562280655","0.14"
"N18","0.0400542020797729","0.14"
"N19","-0.0739660039544106","0.13"
"N20","0.087915912270546","0.14"
"N21","0.0677695125341415","0.14"
"N22","0.0682000815868378","0.14"
"N23","-0.0619887188076973","0.13"
"N24","-0.138205096125603","0.14"
"N25","-0.000615248049143702","0.15"
"N26","0.03792405128479","0.15"
"N27","-0.0140782808884978","0.13"
"N28","0.100931897759438","0.15"
"N29","-0.00212154071778059","0.15"
"N30","0.0378111526370049","0.15"
