"label","node_feature_name","GNNExplainer"
"N1","-0.187458574771881","0.13"
"N2","0.157247006893158","0.14"
"N3","-0.888996481895447","0.14"
"N4","0.0861818566918373","0.16"
"N5","0.153079599142075","0.14"
"N6","0.083249993622303","0.14"
"N7","-0.888996481895447","0.14"
"N8","0.0517612732946873","0.16"
"N9","-0.117310054600239","0.15"
"N10","0.00872934050858021","0.16"
"N11","0.127070218324661","0.14"
"N12","0.162145286798477","0.14"
"N13","-0.0118308998644352","0.15"
"N14","0.100240729749203","0.13"
"N15","0.0546174049377441","0.15"
"N16","-0.0362101010978222","0.15"
"N17","-0.103456847369671","0.15"
"N18","-0.0689152702689171","0.16"
"N19","0.0295257866382599","0.15"
"N20","-0.0317270345985889","0.14"
"N21","-0.151133298873901","0.13"
"N22","-0.0540548600256443","0.14"
"N23","-0.0969248041510582","0.13"
"N24","0.225419223308563","0.14"
"N25","0.00414049532264471","0.14"
"N26","0.05790726095438","0.13"
"N27","0.0120551865547895","0.15"
"N28","0.0528381690382957","0.14"
"N29","-0.0510138347744942","0.14"
"N30","0.0492886267602444","0.13"
