"label","node_feature_name","GNNExplainer"
"N1","0.13686303794384",0.14
"N10","-0.0897444486618042",0.14
"N11","0.10942941904068",0.15
"N12","0.0230562966316938",0.15
"N13","0.0627201795578003",0.15
"N14","-0.106077693402767",0.14
"N15","-0.0871953144669533",0.88
"N16","0.0415262840688229",0.14
"N17","0.00371634145267308",0.15
"N18","0.0890230312943459",0.14
"N19","-0.115566283464432",0.15
"N2","-0.000455927365692332",0.88
"N20","-0.0171708576381207",0.13
"N21","-0.0538985915482044",0.14
"N22","0.0579393096268177",0.13
"N23","-0.19291190803051",0.13
"N24","0.0289557389914989",0.15
"N25","0.0963762551546097",0.15
"N26","-0.070707805454731",0.13
"N27","0.139840468764305",0.12
"N28","-0.0242954604327679",0.14
"N29","-0.0717487782239914",0.16
"N3","-1.10514831542969",0.89
"N30","0.0607060603797436",0.14
"N4","-0.155878186225891",0.13
"N5","0.0564133077859879",0.15
"N6","0.09621462225914",0.16
"N7","-1.10514831542969",0.87
"N8","0.0217094551771879",0.13
"N9","-0.173163369297981",0.14
