"label","node_feature_name","GNNExplainer"
"N1","-0.0905453935265541","0.14"
"N2","0.160472258925438","0.14"
"N3","1.0014556646347","0.13"
"N4","-0.041424922645092","0.14"
"N5","0.106937035918236","0.13"
"N6","0.172026783227921","0.14"
"N7","1.0014556646347","0.13"
"N8","-0.0499516949057579","0.12"
"N9","0.000729879655409604","0.13"
"N10","-0.143679603934288","0.13"
"N11","-0.217892229557037","0.14"
"N12","-0.115214414894581","0.15"
"N13","-0.0459237471222878","0.14"
"N14","-0.0281738247722387","0.13"
"N15","0.0310612637549639","0.14"
"N16","-0.0535403341054916","0.14"
"N17","0.0441923923790455","0.15"
"N18","-0.0207270048558712","0.15"
"N19","-0.0346761420369148","0.16"
"N20","0.0657641142606735","0.15"
"N21","-0.0816813111305237","0.13"
"N22","-0.16161148250103","0.16"
"N23","-0.00665484881028533","0.15"
"N24","0.0131972348317504","0.14"
"N25","0.137829571962357","0.14"
"N26","-0.0652748197317123","0.13"
"N27","0.0718578174710274","0.15"
"N28","-0.0758509859442711","0.14"
"N29","-0.0674825310707092","0.14"
"N30","0.02203100733459","0.13"
