"label","node_feature_name","GNNExplainer"
"N1","-0.059490043669939","0.15"
"N2","-0.108261898159981","0.14"
"N3","-0.914244115352631","0.13"
"N4","-0.040063988417387","0.16"
"N5","0.17185851931572","0.13"
"N6","0.0247378461062908","0.15"
"N7","-0.914244115352631","0.15"
"N8","0.117013730108738","0.15"
"N9","-0.000148700622958131","0.16"
"N10","0.0723010376095772","0.14"
"N11","0.0125235794112086","0.14"
"N12","-0.0503308065235615","0.14"
"N13","0.109415717422962","0.14"
"N14","-0.155534192919731","0.13"
"N15","-0.051940593868494","0.15"
"N16","0.0234806854277849","0.14"
"N17","-0.100019432604313","0.14"
"N18","-0.164246827363968","0.16"
"N19","-0.145732775330544","0.16"
"N20","-0.156741410493851","0.13"
"N21","-0.012402631342411","0.13"
"N22","-0.0285102389752865","0.15"
"N23","-0.0449607260525227","0.15"
"N24","-0.05434874817729","0.13"
"N25","0.0991823896765709","0.14"
"N26","0.0768254324793816","0.15"
"N27","0.0409853607416153","0.17"
"N28","0.00439694384112954","0.14"
"N29","-0.178139701485634","0.15"
"N30","-0.0325748398900032","0.13"
