"label","node_feature_name","GNNExplainer"
"N1","-0.136971116065979","0.14"
"N2","-0.19196580350399","0.14"
"N3","0.88973081111908","0.14"
"N4","-0.0102468673139811","0.13"
"N5","0.0393113046884537","0.16"
"N6","0.0819545686244965","0.14"
"N7","0.88973081111908","0.14"
"N8","-0.0329197496175766","0.15"
"N9","-0.0323219299316406","0.16"
"N10","-0.0784048512578011","0.15"
"N11","-0.0369827635586262","0.15"
"N12","0.0224233530461788","0.15"
"N13","0.0184304565191269","0.13"
"N14","-0.116442002356052","0.16"
"N15","0.00714978389441967","0.13"
"N16","-0.0374880209565163","0.15"
"N17","0.0710622891783714","0.15"
"N18","-0.0944381356239319","0.14"
"N19","-0.00596460932865739","0.15"
"N20","-0.0339527018368244","0.15"
"N21","0.022571349516511","0.14"
"N22","0.0202163439244032","0.16"
"N23","-0.0272655822336674","0.13"
"N24","0.13981781899929","0.14"
"N25","0.0698482915759087","0.15"
"N26","0.0642889216542244","0.15"
"N27","0.203107699751854","0.13"
"N28","-0.101312756538391","0.15"
"N29","0.0250113252550364","0.14"
"N30","0.132586464285851","0.13"
