"label","node_feature_name","GNNExplainer"
"N1","-0.244331061840057","0.15"
"N2","0.0231295060366392","0.15"
"N3","0.91285365819931","0.13"
"N4","-0.142279446125031","0.13"
"N5","-0.0906214565038681","0.15"
"N6","0.169123664498329","0.14"
"N7","0.91285365819931","0.16"
"N8","-0.09505994617939","0.14"
"N9","0.110812671482563","0.15"
"N10","-0.0520709790289402","0.13"
"N11","-0.0549171157181263","0.13"
"N12","0.205345258116722","0.13"
"N13","0.0828568264842033","0.14"
"N14","0.0510109215974808","0.16"
"N15","0.0297335963696241","0.14"
"N16","0.0296106785535812","0.14"
"N17","-0.0727807655930519","0.13"
"N18","-0.0993796586990356","0.14"
"N19","0.11708602309227","0.15"
"N20","0.0575640983879566","0.14"
"N21","-0.219339534640312","0.13"
"N22","0.0610032789409161","0.15"
"N23","0.155591502785683","0.16"
"N24","0.255866914987564","0.16"
"N25","-0.0113598946481943","0.13"
"N26","-0.141600921750069","0.15"
"N27","0.0286239888519049","0.15"
"N28","0.12410943210125","0.12"
"N29","0.13022655248642","0.13"
"N30","-0.10641098767519","0.13"
