"label","node_feature_name","GNNExplainer"
"N1","-0.0378374867141247","0.14"
"N2","0.0662102997303009","0.14"
"N3","0.822287976741791","0.15"
"N4","-0.0702211931347847","0.14"
"N5","0.0555786304175854","0.12"
"N6","0.154115557670593","0.14"
"N7","0.822287976741791","0.15"
"N8","0.111487492918968","0.13"
"N9","-0.0437833294272423","0.14"
"N10","0.0196456201374531","0.14"
"N11","0.00653322413563728","0.14"
"N12","-0.0443169623613358","0.15"
"N13","0.0878348872065544","0.13"
"N14","-0.068156436085701","0.15"
"N15","-0.131192803382874","0.15"
"N16","-0.0569277070462704","0.15"
"N17","-0.0121051780879498","0.13"
"N18","-0.104320995509624","0.14"
"N19","0.0408704541623592","0.14"
"N20","-0.00697897700592875","0.15"
"N21","0.00890552438795567","0.15"
"N22","-0.0740048736333847","0.14"
"N23","-0.237680733203888","0.14"
"N24","-0.0673875287175179","0.13"
"N25","0.0220609754323959","0.13"
"N26","-0.0807105600833893","0.14"
"N27","-0.0949481651186943","0.14"
"N28","0.0935501977801323","0.14"
"N29","0.0475090220570564","0.14"
"N30","-0.114018738269806","0.16"
