"label","node_feature_name","GNNExplainer"
"N1","0.0571342222392559","0.15"
"N2","-0.0691369473934174","0.16"
"N3","-1.0721423625946","0.15"
"N4","-0.106946527957916","0.16"
"N5","-0.0555530227720737","0.13"
"N6","-0.0774842500686646","0.14"
"N7","-1.0721423625946","0.14"
"N8","-0.061249565333128","0.14"
"N9","-0.0772147849202156","0.16"
"N10","0.0247107800096273","0.14"
"N11","0.0354516915977001","0.14"
"N12","0.110224895179272","0.14"
"N13","-0.0943130031228065","0.15"
"N14","0.137716770172119","0.16"
"N15","0.111810177564621","0.15"
"N16","-0.0784556269645691","0.14"
"N17","0.00358314486220479","0.14"
"N18","-0.128511324524879","0.14"
"N19","0.166075214743614","0.16"
"N20","-0.0716117024421692","0.14"
"N21","-0.137871846556664","0.13"
"N22","0.0247323699295521","0.13"
"N23","-0.00127570424228907","0.14"
"N24","0.204755008220673","0.13"
"N25","-0.161327615380287","0.14"
"N26","0.134851887822151","0.14"
"N27","0.093145489692688","0.15"
"N28","0.0512896254658699","0.14"
"N29","0.0882490053772926","0.15"
"N30","-0.0418880768120289","0.14"
