"label","node_feature_name","GNNExplainer"
"N1","0.0940557792782784","0.14"
"N2","0.226718440651894","0.15"
"N3","0.826208174228668","0.14"
"N4","-0.0448892377316952","0.15"
"N5","0.0861217156052589","0.15"
"N6","-0.116521768271923","0.16"
"N7","0.826208174228668","0.14"
"N8","-0.00654875906184316","0.13"
"N9","-0.00345392432063818","0.13"
"N10","-0.136539876461029","0.15"
"N11","0.222487136721611","0.12"
"N12","0.0547899603843689","0.13"
"N13","-0.133615240454674","0.14"
"N14","0.0442815385758877","0.15"
"N15","0.0914500504732132","0.14"
"N16","-0.130162194371223","0.15"
"N17","0.0598412081599236","0.15"
"N18","0.0743469148874283","0.14"
"N19","0.0763048827648163","0.14"
"N20","0.0784772783517838","0.16"
"N21","0.128285348415375","0.14"
"N22","-0.0146007733419538","0.15"
"N23","0.0105847651138902","0.14"
"N24","-0.0745935440063477","0.13"
"N25","-0.123242534697056","0.13"
"N26","-0.078578807413578","0.14"
"N27","0.0456060878932476","0.14"
"N28","0.0867365896701813","0.13"
"N29","-0.0495832003653049","0.13"
"N30","0.0452248454093933","0.14"
