"label","node_feature_name","GNNExplainer"
"N1","0.176061987876892","0.14"
"N2","0.017486747354269","0.14"
"N3","-1.00551080703735","0.14"
"N4","0.138599321246147","0.15"
"N5","-0.143779531121254","0.15"
"N6","0.0110549181699753","0.14"
"N7","-1.00551080703735","0.14"
"N8","-0.146801650524139","0.15"
"N9","0.0550517439842224","0.15"
"N10","-0.0275578666478395","0.15"
"N11","-0.10291251540184","0.13"
"N12","-0.169517323374748","0.15"
"N13","0.0357483848929405","0.15"
"N14","-0.00595750147476792","0.13"
"N15","-0.00976007152348757","0.14"
"N16","0.113457180559635","0.14"
"N17","0.0379899069666862","0.14"
"N18","-0.0192183218896389","0.13"
"N19","-0.0557636320590973","0.14"
"N20","-0.0165460593998432","0.13"
"N21","-0.0458429455757141","0.13"
"N22","0.240720987319946","0.14"
"N23","-0.163718402385712","0.13"
"N24","-0.027688879519701","0.14"
"N25","-0.0606241635978222","0.15"
"N26","-0.0924305990338326","0.14"
"N27","-0.00024650982231833","0.14"
"N28","-0.00275297276675701","0.13"
"N29","0.00108547636773437","0.13"
"N30","-0.104033619165421","0.14"
