"label","node_feature_name","GNNExplainer"
"N1","-0.0443550236523151","0.14"
"N2","0.00418774597346783","0.13"
"N3","1.1560652256012","0.14"
"N4","-0.0134849324822426","0.14"
"N5","-0.111897513270378","0.14"
"N6","-0.0544148720800877","0.14"
"N7","1.1560652256012","0.15"
"N8","-0.0747080445289612","0.13"
"N9","-0.0477701537311077","0.15"
"N10","-0.0795416012406349","0.14"
"N11","0.0645653083920479","0.15"
"N12","-0.0269883833825588","0.12"
"N13","0.021987633779645","0.14"
"N14","-0.103651940822601","0.13"
"N15","0.0142768248915672","0.16"
"N16","0.0876251235604286","0.15"
"N17","-0.18200047314167","0.14"
"N18","-0.0584635175764561","0.13"
"N19","0.0339945927262306","0.16"
"N20","0.0177795086055994","0.13"
"N21","-0.0317324660718441","0.14"
"N22","-0.0470063798129559","0.14"
"N23","0.00790342316031456","0.13"
"N24","0.161614596843719","0.15"
"N25","0.0349041484296322","0.14"
"N26","0.10457606613636","0.14"
"N27","-0.108856655657291","0.14"
"N28","-0.0917774438858032","0.14"
"N29","-0.147231042385101","0.15"
"N30","-0.10563088208437","0.15"
