"label","node_feature_name","GNNExplainer"
"N1","0.0160541776567698","0.15"
"N2","-0.054300531744957","0.13"
"N3","1.02925252914429","0.15"
"N4","0.0445698350667953","0.16"
"N5","0.0886618569493294","0.15"
"N6","0.0158699527382851","0.14"
"N7","1.02925252914429","0.14"
"N8","0.113031014800072","0.16"
"N9","0.00224413257092237","0.13"
"N10","0.00431962078437209","0.14"
"N11","0.0507870502769947","0.15"
"N12","0.0112348347902298","0.16"
"N13","-0.0412627086043358","0.15"
"N14","0.0098641337826848","0.14"
"N15","-0.182796448469162","0.15"
"N16","0.0428776703774929","0.13"
"N17","0.0796793922781944","0.13"
"N18","0.151027977466583","0.15"
"N19","0.139630734920502","0.16"
"N20","0.0086499284952879","0.12"
"N21","-0.220907792448997","0.14"
"N22","-0.0294906441122293","0.14"
"N23","0.0181306079030037","0.15"
"N24","0.17201179265976","0.14"
"N25","0.015852989628911","0.14"
"N26","-0.00324867200106382","0.14"
"N27","-0.137595683336258","0.15"
"N28","-0.0352465435862541","0.13"
"N29","0.0304991435259581","0.15"
"N30","0.00760932406410575","0.14"
