"label","node_feature_name","GNNExplainer"
"N1","-0.130978778004646","0.13"
"N2","-0.0472565777599812","0.14"
"N3","1.06655204296112","0.14"
"N4","-0.00223850924521685","0.15"
"N5","-0.00431000627577305","0.14"
"N6","-0.00425832672044635","0.15"
"N7","1.06655204296112","0.14"
"N8","-0.101110443472862","0.13"
"N9","-0.140359804034233","0.14"
"N10","-0.0433137565851212","0.14"
"N11","0.0569023117423058","0.15"
"N12","-0.123642235994339","0.14"
"N13","0.202700227499008","0.15"
"N14","-0.157171726226807","0.16"
"N15","-0.0522313602268696","0.14"
"N16","0.133183971047401","0.15"
"N17","-0.151267856359482","0.13"
"N18","-0.0287180934101343","0.15"
"N19","-0.0083701778203249","0.16"
"N20","0.0479973368346691","0.15"
"N21","0.109152980148792","0.16"
"N22","-0.197919726371765","0.14"
"N23","-0.19973549246788","0.13"
"N24","0.135772421956062","0.15"
"N25","-0.0789519175887108","0.13"
"N26","-0.0865320414304733","0.13"
"N27","-0.128809899091721","0.16"
"N28","-0.0941371694207191","0.14"
"N29","0.0140208890661597","0.14"
"N30","0.165316879749298","0.15"
