"label","node_feature_name","GNNExplainer"
"N1","-0.0192020740360022","0.14"
"N2","0.134865164756775","0.15"
"N3","-0.882422924041748","0.15"
"N4","-0.0237014926970005","0.15"
"N5","0.125752612948418","0.15"
"N6","-0.0733066648244858","0.15"
"N7","-0.882422924041748","0.14"
"N8","0.093467690050602","0.13"
"N9","-0.2108553647995","0.14"
"N10","-0.0129082296043634","0.14"
"N11","0.019889984279871","0.14"
"N12","0.00718105584383011","0.13"
"N13","-0.0519097819924355","0.15"
"N14","-0.131917804479599","0.14"
"N15","-0.104781314730644","0.14"
"N16","-0.0197349432855844","0.15"
"N17","-0.241917043924332","0.15"
"N18","-0.0999675318598747","0.14"
"N19","0.0620110780000687","0.14"
"N20","-0.166948765516281","0.14"
"N21","-0.197349056601524","0.14"
"N22","-0.0608242563903332","0.14"
"N23","0.111750319600105","0.13"
"N24","0.147311702370644","0.16"
"N25","-0.00575153855606914","0.17"
"N26","-0.0449426844716072","0.14"
"N27","0.0667935907840729","0.14"
"N28","-0.120930284261703","0.14"
"N29","0.0279032606631517","0.13"
"N30","-0.00575697747990489","0.14"
