"label","node_feature_name","GNNExplainer"
"N1","-0.0538321994245052",0.14
"N10","-0.155500903725624",0.14
"N11","0.167211815714836",0.15
"N12","-0.00573730189353228",0.15
"N13","0.0628810077905655",0.15
"N14","0.128881111741066",0.14
"N15","-0.05613898858428",0.88
"N16","-0.108832992613316",0.14
"N17","-0.099432535469532",0.15
"N18","-0.0972548052668571",0.14
"N19","0.219217583537102",0.15
"N2","0.14421834051609",0.88
"N20","-0.0571262799203396",0.13
"N21","0.0703458413481712",0.14
"N22","-0.013201717287302",0.13
"N23","0.0786899700760841",0.13
"N24","0.0455777421593666",0.15
"N25","-0.00654475530609488",0.15
"N26","-0.00373792299069464",0.13
"N27","0.0313133783638477",0.12
"N28","-0.120882041752338",0.14
"N29","-0.0585227832198143",0.16
"N3","-1.12381184101105",0.89
"N30","0.22236105799675",0.14
"N4","0.0103782461956143",0.13
"N5","-0.0655385032296181",0.15
"N6","0.0482327491044998",0.16
"N7","-1.12381184101105",0.87
"N8","-0.0303999055176973",0.13
"N9","-0.00900467578321695",0.14
