"label","node_feature_name","GNNExplainer"
"N1","0.113156422972679","0.13"
"N2","-0.0277494769543409","0.13"
"N3","-1.06927764415741","0.13"
"N4","-0.0541411451995373","0.14"
"N5","0.0244840327650309","0.13"
"N6","0.0303587559610605","0.15"
"N7","-1.06927764415741","0.14"
"N8","0.0977947860956192","0.14"
"N9","-0.0715998932719231","0.13"
"N10","-0.110795386135578","0.14"
"N11","0.0286307912319899","0.15"
"N12","0.145582273602486","0.14"
"N13","-0.200126975774765","0.15"
"N14","0.265257447957993","0.14"
"N15","-0.0706368535757065","0.14"
"N16","-0.01164854131639","0.17"
"N17","-0.151092454791069","0.15"
"N18","-0.00760665535926819","0.12"
"N19","0.0897476971149445","0.15"
"N20","-0.093027338385582","0.14"
"N21","0.01372323743999","0.15"
"N22","0.0285465866327286","0.14"
"N23","-0.0216462779790163","0.14"
"N24","-0.135790571570396","0.14"
"N25","0.0244369823485613","0.14"
"N26","-0.136561200022697","0.14"
"N27","-0.0833811014890671","0.13"
"N28","0.090515710413456","0.13"
"N29","0.0164837073534727","0.15"
"N30","-0.0555262230336666","0.15"
