"label","node_feature_name","GNNExplainer"
"N1","0.185040593147278","0.15"
"N2","-0.124867282807827","0.13"
"N3","-0.943571925163269","0.13"
"N4","0.116840653121471","0.15"
"N5","0.0101412096992135","0.14"
"N6","0.151742517948151","0.14"
"N7","-0.943571925163269","0.14"
"N8","0.0658148154616356","0.13"
"N9","-0.107816718518734","0.13"
"N10","0.00941482931375504","0.13"
"N11","0.0197899919003248","0.13"
"N12","0.112021088600159","0.14"
"N13","-0.0458081774413586","0.14"
"N14","0.00187904003541917","0.14"
"N15","0.0684854686260223","0.13"
"N16","-0.0282982848584652","0.14"
"N17","0.054791796952486","0.14"
"N18","0.245597153902054","0.16"
"N19","0.0302945170551538","0.14"
"N20","-0.0385069772601128","0.15"
"N21","0.156462281942368","0.14"
"N22","-0.0754897147417068","0.16"
"N23","-0.11123052239418","0.12"
"N24","0.0746666043996811","0.13"
"N25","-0.130479842424393","0.14"
"N26","0.080891989171505","0.15"
"N27","0.105965591967106","0.16"
"N28","0.0964128151535988","0.14"
"N29","-0.0363846160471439","0.15"
"N30","0.0712783709168434","0.14"
