"label","node_feature_name","GNNExplainer"
"N1","0.187704622745514",0.14
"N10","-0.0487753748893738",0.14
"N11","0.144241288304329",0.15
"N12","0.00281505309976637",0.15
"N13","0.0668752640485764",0.15
"N14","-0.173430606722832",0.14
"N15","-0.0103164995089173",0.88
"N16","-0.106981918215752",0.14
"N17","0.104873195290565",0.15
"N18","-0.11942557990551",0.14
"N19","-0.0423489212989807",0.15
"N2","-0.106120735406876",0.88
"N20","0.0570763163268566",0.13
"N21","0.08052097260952",0.14
"N22","0.0426636710762978",0.13
"N23","-0.0654343143105507",0.13
"N24","0.0434589684009552",0.15
"N25","0.138564571738243",0.15
"N26","-0.0373259782791138",0.13
"N27","0.155516296625137",0.12
"N28","0.102295249700546",0.14
"N29","0.0217343792319298",0.16
"N3","-0.966576993465424",0.89
"N30","0.0773452147841454",0.14
"N4","-0.0857337042689323",0.13
"N5","-0.0864793658256531",0.15
"N6","0.0455243736505508",0.16
"N7","-0.966576993465424",0.87
"N8","-0.0599853619933128",0.13
"N9","-0.10071837157011",0.14
