"label","node_feature_name","GNNExplainer"
"N1","0.00927474908530712","0.14"
"N2","0.091781459748745","0.15"
"N3","0.974709570407867","0.11"
"N4","-0.0222712885588408","0.13"
"N5","0.0707886070013046","0.15"
"N6","-0.0731822699308395","0.15"
"N7","0.974709570407867","0.14"
"N8","-0.0911577120423317","0.14"
"N9","0.0121279070153832","0.14"
"N10","0.0525565631687641","0.15"
"N11","-0.032694399356842","0.16"
"N12","-0.0886793658137321","0.15"
"N13","0.0211581774055958","0.15"
"N14","-0.0450885891914368","0.13"
"N15","0.105927638709545","0.15"
"N16","0.214392349123955","0.16"
"N17","-0.125866875052452","0.14"
"N18","-0.00440722331404686","0.13"
"N19","-0.159626141190529","0.14"
"N20","-0.0500063523650169","0.16"
"N21","0.0890738740563393","0.15"
"N22","-0.0599171221256256","0.14"
"N23","-0.000676569703500718","0.14"
"N24","-0.0190923288464546","0.13"
"N25","0.0738227143883705","0.15"
"N26","0.0907167419791222","0.13"
"N27","-0.0885348245501518","0.15"
"N28","-0.0656517371535301","0.13"
"N29","0.0279804933816195","0.14"
"N30","-0.013996783643961","0.14"
