"label","node_feature_name","GNNExplainer"
"N1","-0.225565358996391",0.14
"N10","-0.144826740026474",0.14
"N11","0.109330043196678",0.15
"N12","-0.0845106467604637",0.15
"N13","-0.154279068112373",0.15
"N14","0.00600997311994433",0.14
"N15","-0.115350365638733",0.88
"N16","-0.024787912145257",0.14
"N17","-0.134268447756767",0.15
"N18","0.162793949246407",0.14
"N19","0.0879030302166939",0.15
"N2","-0.0794349759817123",0.88
"N20","0.0689437538385391",0.13
"N21","-0.0749616250395775",0.14
"N22","-0.129286572337151",0.13
"N23","-0.0327650532126427",0.13
"N24","0.0438323728740215",0.15
"N25","-0.062105018645525",0.15
"N26","0.11864360421896",0.13
"N27","0.0947130769491196",0.12
"N28","-0.0622998848557472",0.14
"N29","-0.0620958246290684",0.16
"N3","-1.03891205787659",0.89
"N30","-0.0646729543805122",0.14
"N4","-0.0644626170396805",0.13
"N5","-0.0927655026316643",0.15
"N6","-0.10438084602356",0.16
"N7","-1.03891205787659",0.87
"N8","0.00402023363858461",0.13
"N9","0.0328287668526173",0.14
