"label","node_feature_name","GNNExplainer"
"N1","0.0429020300507545","0.15"
"N2","-0.0719509199261665","0.13"
"N3","-0.890860140323639","0.15"
"N4","0.208694636821747","0.15"
"N5","0.0162951443344355","0.12"
"N6","0.0930077284574509","0.14"
"N7","-0.890860140323639","0.14"
"N8","-0.227492898702621","0.14"
"N9","0.0106327086687088","0.13"
"N10","0.126941561698914","0.15"
"N11","0.136000126600266","0.15"
"N12","0.162944704294205","0.14"
"N13","-0.00453042704612017","0.15"
"N14","0.0736899897456169","0.12"
"N15","0.0574669130146503","0.14"
"N16","0.059049267321825","0.14"
"N17","0.0436531640589237","0.14"
"N18","0.0273864436894655","0.14"
"N19","0.179280459880829","0.15"
"N20","-0.0456663221120834","0.15"
"N21","0.0374762900173664","0.14"
"N22","0.164213865995407","0.14"
"N23","-0.115889273583889","0.14"
"N24","-0.140925124287605","0.14"
"N25","0.0201849769800901","0.14"
"N26","0.10493453592062","0.14"
"N27","-0.0277666673064232","0.14"
"N28","-0.10246704518795","0.15"
"N29","0.266418367624283","0.14"
"N30","0.133637472987175","0.14"
